Rk,Player,Tm,Pos,From,To,Active,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,S,S%,TOI,G,A,PTS,S,OPS,DPS,PS
784,Luke Gazdic\gazdilu01,TOT,LW,2015,2017,2,40,1,0,1,-8,36,1,0,0,0,21,4.8,258,0.03,0.00,0.03,0.53,-0.5,0.0,-0.5
785,Frederik Gauthier\gauthfr01,TOR,C,2015,2017,2,28,2,2,4,-3,23,2,0,0,0,18,11.1,300,0.07,0.07,0.14,0.64,-0.2,0.2,0.0
786,Paul Gaustad\gaustpa01,NSH,C,2015,2016,1,63,2,4,6,-4,46,1,0,1,0,46,4.3,708,0.03,0.06,0.10,0.73,-1.1,0.6,-0.4
787,Cameron Gaunce\gauncca01,PIT,D,2016,2017,1,12,1,3,4,1,13,1,0,0,0,8,12.5,150,0.08,0.25,0.33,0.67,0.4,0.3,0.6
788,Brendan Gaunce\gauncbr01,VAN,C/LW,2015,2018,3,79,1,5,6,-12,35,1,0,0,0,86,1.2,824,0.01,0.06,0.08,1.09,-1.5,0.6,-0.9
789,Johnny Gaudreau\gaudrjo01,CGY,LW,2015,2018,3,167,54,107,161,1,26,42,12,0,10,443,12.2,3212,0.32,0.64,0.96,2.65,14.2,3.5,17.7
790,Frederick Gaudreau\gaudrfr01,NSH,C,2016,2018,2,19,0,3,3,-1,2,0,0,0,0,19,0.0,181,0.00,0.16,0.16,1.00,-0.2,0.2,0.0
791,Tyler Gaudet\gaudety01,ARI,C,2015,2017,2,18,1,3,4,-2,0,1,0,0,0,9,11.1,200,0.06,0.17,0.22,0.50,0.0,0.1,0.1
792,Jason Garrison\garrija01,TOT,D,2015,2018,3,146,6,15,21,-14,32,6,0,0,1,200,3.0,2705,0.04,0.10,0.14,1.37,-0.3,4.9,4.6
793,Jake Gardiner\gardija01,TOR,D,2015,2018,3,178,17,64,81,6,76,13,4,0,4,264,6.4,3776,0.10,0.36,0.46,1.48,6.2,8.0,14.1
794,Ryan Garbutt\garbury01,TOT,C/LW,2015,2017,2,107,9,8,17,-14,68,8,0,1,4,161,5.6,1114,0.08,0.07,0.16,1.50,-0.2,0.8,0.6
795,Brendan Gallagher\gallabr01,MTL,RW,2015,2018,3,134,36,45,81,17,69,26,9,1,2,414,8.7,2104,0.27,0.34,0.60,3.09,6.9,3.2,10.1
796,Stanislav Galiev\galiest01,WSH,RW,2015,2016,1,24,0,3,3,2,4,0,0,0,0,30,0.0,219,0.00,0.13,0.13,1.25,-0.3,0.3,0.0
797,Alex Galchenyuk\galchal01,MTL,C/LW,2015,2018,3,160,51,55,106,-20,50,33,18,0,10,345,14.8,2558,0.32,0.34,0.66,2.16,10.2,2.1,12.3
798,Sam Gagner\gagnesa01,TOT,C,2015,2018,3,150,28,43,71,14,55,16,12,0,3,302,9.3,2077,0.19,0.29,0.47,2.01,5.2,2.9,8.1
799,Kurtis Gabriel\gabriku01,MIN,RW,2015,2017,2,16,0,1,1,1,39,0,0,0,0,4,0.0,89,0.00,0.06,0.06,0.25,-0.1,0.1,0.0
800,Marian Gaborik\gaborma01,LAK,RW,2015,2017,2,110,22,21,43,-10,38,18,4,0,6,265,8.3,1635,0.20,0.19,0.39,2.41,2.7,1.7,4.4
801,Michael Frolik\frolimi01,CGY,RW,2015,2018,3,162,34,49,83,16,86,26,3,5,5,391,8.7,2703,0.21,0.30,0.51,2.41,5.1,3.7,8.8
802,Byron Froese\froesby01,TOT,C,2015,2018,3,63,2,3,5,-14,21,2,0,0,0,70,2.9,778,0.03,0.05,0.08,1.11,-1.4,0.3,-1.1
803,Martin Frk\frkma01,TOT,RW,2016,2018,2,19,6,3,9,-8,6,3,3,0,0,30,20.0,214,0.32,0.16,0.47,1.58,0.9,0.0,0.9
804,Alex Friesen\friesal01,VAN,C,2015,2016,1,1,0,0,0,-2,0,0,0,0,0,1,0.0,12,0.00,0.00,0.00,1.00,0.0,-0.1,-0.1
805,Max Friberg\fribema01,ANA,LW,2015,2016,1,5,0,0,0,-1,2,0,0,0,0,1,0.0,44,0.00,0.00,0.00,0.20,-0.1,0.0,-0.1
806,Johan Franzen\franzjo01,DET,RW,2015,2016,1,2,0,1,1,0,2,0,0,0,0,3,0.0,26,0.00,0.50,0.50,1.50,0.0,0.0,0.1
807,Cody Franson\fransco01,TOT,D,2015,2018,3,134,7,32,39,-8,64,5,2,0,1,201,3.5,2380,0.05,0.24,0.29,1.50,2.2,5.3,7.5
808,Cam Fowler\fowleca01,ANA,D,2015,2018,3,156,17,52,69,-1,53,7,8,2,3,309,5.5,3719,0.11,0.33,0.44,1.98,5.0,9.0,13.9
809,Gustav Forsling\forslgu02,CHI,D,2016,2018,2,51,2,7,9,4,8,2,0,0,0,65,3.1,786,0.04,0.14,0.18,1.27,0.2,1.9,2.1
810,Filip Forsberg\forsbfi01,NSH,LW,2015,2018,3,179,72,64,136,-3,89,52,16,4,14,521,13.8,3354,0.40,0.36,0.76,2.91,13.9,3.6,17.5
811,Jakob Forsbacka Karlsson\forsbja01,BOS,C,2016,2017,1,1,0,0,0,0,0,0,0,0,0,0,,8,0.00,0.00,0.00,0.00,0.0,0.0,0.0
812,Alex Formenton\formeal01,OTT,LW,2017,2018,1,1,0,0,0,0,0,0,0,0,0,0,,5,0.00,0.00,0.00,0.00,0.0,0.0,0.0
813,Derek Forbort\forbode01,LAK,D,2015,2018,3,112,3,22,25,16,83,3,0,0,0,136,2.2,2154,0.03,0.20,0.22,1.21,0.4,7.2,7.5
814,Justin Fontaine\fontaju01,MIN,RW,2015,2016,1,60,5,11,16,3,20,5,0,0,1,54,9.3,711,0.08,0.18,0.27,0.90,0.4,1.0,1.4
815,Christian Folin\folinch01,TOT,D,2015,2018,3,88,3,10,13,8,46,3,0,0,0,61,4.9,1304,0.03,0.11,0.15,0.69,0.1,3.2,3.3
816,Nick Foligno\foligni01,CBJ,LW,2015,2018,3,167,41,55,96,-14,116,29,12,0,7,371,11.1,2991,0.25,0.33,0.57,2.22,7.0,2.5,9.5
817,Marcus Foligno\foligma01,TOT,LW,2015,2018,3,169,26,26,52,3,161,22,1,3,2,190,13.7,2402,0.15,0.15,0.31,1.12,2.0,3.2,5.2
818,Brian Flynn\flynnbr01,MTL,C,2015,2017,2,107,10,10,20,-1,10,9,0,1,0,120,8.3,1272,0.09,0.09,0.19,1.12,-0.2,1.4,1.2
819,Haydn Fleury\fleurha01,CAR,D,2017,2018,1,13,0,3,3,5,2,0,0,0,0,11,0.0,190,0.00,0.23,0.23,0.85,0.1,0.9,0.9
820,Tomas Fleischmann\fleisto01,TOT,LW,2015,2016,1,76,14,11,25,-8,32,13,0,1,3,123,11.4,1156,0.18,0.14,0.33,1.62,1.1,1.0,2.1
821,Mike Fisher\fishemi01,NSH,C,2015,2017,2,142,31,34,65,-13,84,21,10,0,5,218,14.2,2398,0.22,0.24,0.46,1.54,4.2,2.0,6.2
822,Christian Fischer\fischch01,ARI,RW,2016,2018,2,23,7,2,9,-7,6,5,2,0,1,38,18.4,308,0.30,0.09,0.39,1.65,0.8,0.1,0.9
823,Giovanni Fiore\fioregi01,ANA,LW,2017,2018,1,1,0,0,0,-1,0,0,0,0,0,0,,8,0.00,0.00,0.00,0.00,0.0,0.0,-0.1
824,Valtteri Filppula\filppva01,TOT,C,2015,2018,3,171,26,56,82,-10,76,21,4,1,4,217,12.0,3040,0.15,0.33,0.48,1.27,3.4,3.1,6.5
825,Vernon Fiddler\fiddlve01,TOT,C/LW,2015,2017,2,141,14,12,26,-10,97,10,1,3,0,146,9.6,1641,0.10,0.09,0.18,1.04,0.0,1.3,1.3
826,Kevin Fiala\fialake01,NSH,LW,2015,2018,3,73,12,12,24,-4,22,12,0,0,1,140,8.6,989,0.16,0.16,0.33,1.92,1.2,1.0,2.2
827,Landon Ferraro\ferrala01,TOT,C,2015,2018,2,70,6,5,11,-10,27,6,0,0,1,80,7.5,730,0.09,0.07,0.16,1.14,-0.1,0.3,0.2
828,Micheal Ferland\ferlami01,CGY,LW,2015,2018,3,162,25,26,51,-14,102,21,4,0,1,265,9.4,1993,0.15,0.16,0.31,1.64,2.5,1.6,4.1
829,Andrew Ference\ferenan01,EDM,D,2015,2016,1,6,0,0,0,-4,6,0,0,0,0,4,0.0,78,0.00,0.00,0.00,0.67,-0.1,-0.2,-0.3
830,Eric Fehr\fehrer01,TOT,C,2015,2018,3,112,14,11,25,1,35,10,0,4,5,140,10.0,1341,0.13,0.10,0.22,1.25,0.6,1.2,1.8
831,Taylor Fedun\fedunta01,TOT,D,2015,2018,3,32,0,9,9,4,16,0,0,0,0,28,0.0,437,0.00,0.28,0.28,0.88,0.5,1.4,1.9
832,Mark Fayne\faynema01,EDM,D,2015,2017,2,73,2,7,9,-5,18,2,0,0,0,65,3.1,1185,0.03,0.10,0.12,0.89,-0.3,2.4,2.1
833,Justin Faulk\faulkju01,CAR,D,2015,2018,3,152,34,43,77,-42,69,18,16,0,6,451,7.5,3586,0.22,0.28,0.51,2.97,7.9,5.7,13.6
834,Jesper Fast\fastje01,NYR,RW,2015,2018,3,159,17,40,57,16,38,17,0,0,4,144,11.8,2293,0.11,0.25,0.36,0.91,1.8,2.8,4.6
835,Hudson Fasching\faschhu01,BUF,RW,2015,2017,2,17,1,2,3,1,6,1,0,0,0,15,6.7,185,0.06,0.12,0.18,0.88,-0.1,0.3,0.2
836,Bobby Farnham\farnhbo01,TOT,RW,2015,2017,2,56,8,2,10,-2,114,8,0,0,0,54,14.8,518,0.14,0.04,0.18,0.96,0.6,0.7,1.3
837,Oscar Fantenberg\fanteos01,LAK,D,2017,2018,1,13,1,4,5,2,2,1,0,0,0,14,7.1,178,0.08,0.31,0.38,1.08,0.4,0.5,0.9
838,Justin Falk\falkju01,TOT,D,2015,2018,3,79,0,12,12,-2,46,0,0,0,0,51,0.0,1107,0.00,0.15,0.15,0.65,0.0,2.4,2.4
839,Radek Faksa\faksara01,DAL,C,2015,2018,3,139,20,32,52,6,87,20,0,0,2,222,9.0,2022,0.14,0.23,0.37,1.60,2.3,2.3,4.6
840,Robby Fabbri\fabbrro01,STL,C,2015,2017,2,123,29,37,66,-18,52,23,6,0,3,205,14.1,1755,0.24,0.30,0.54,1.67,5.7,1.3,7.1
841,Dennis Everberg\everbde01,COL,RW,2015,2016,1,15,0,0,0,-5,0,0,0,0,0,9,0.0,134,0.00,0.00,0.00,0.60,-0.4,-0.1,-0.4
842,Emerson Etem\etemem01,TOT,RW/LW,2015,2017,2,61,7,8,15,-11,13,7,0,0,1,100,7.0,789,0.11,0.13,0.25,1.64,0.3,0.5,0.7
843,Adam Erne\ernead01,TBL,LW,2016,2017,1,26,3,0,3,-9,11,3,0,0,0,40,7.5,307,0.12,0.00,0.12,1.54,-0.2,0.0,-0.2
844,Loui Eriksson\erikslo01,TOT,RW/LW,2015,2018,3,151,41,47,88,5,20,24,15,2,6,318,12.9,2859,0.27,0.31,0.58,2.11,6.5,3.5,10.1
845,Joel Eriksson Ek\eriksjo02,MIN,LW,2016,2018,2,30,4,6,10,1,8,4,0,0,1,43,9.3,351,0.13,0.20,0.33,1.43,0.5,0.4,0.9
846,Jonathan Ericsson\ericsjo01,DET,D,2015,2018,3,139,5,23,28,1,127,5,0,0,0,134,3.7,2632,0.04,0.17,0.20,0.96,0.4,6.4,6.7
847,Toby Enstrom\enstrto01,WPG,D,2015,2018,3,146,3,29,32,1,90,2,0,1,0,106,2.8,3055,0.02,0.20,0.22,0.73,0.1,5.1,5.2
848,Tyler Ennis\ennisty01,TOT,C/LW,2015,2018,3,89,11,18,29,-19,27,7,4,0,1,169,6.5,1253,0.12,0.20,0.33,1.90,0.9,0.8,1.7
849,Andreas Englund\engluan01,OTT,D,2016,2017,1,5,0,0,0,-3,2,0,0,0,0,3,0.0,53,0.00,0.00,0.00,0.60,-0.1,-0.1,-0.2
850,Deryk Engelland\engelde01,TOT,D,2015,2018,3,165,9,26,35,15,145,9,0,0,2,202,4.5,2821,0.05,0.16,0.21,1.22,1.2,7.1,8.3
851,Alexei Emelin\emelial01,TOT,D,2015,2018,3,162,2,22,24,-5,152,2,0,0,0,163,1.2,3349,0.01,0.14,0.15,1.01,-1.3,7.1,5.8
852,Turner Elson\elsontu01,CGY,LW,2015,2016,1,1,0,1,1,1,0,0,0,0,0,0,,15,0.00,1.00,1.00,0.00,0.1,0.1,0.1
853,Ryan Ellis\ellisry01,NSH,D,2015,2017,2,150,26,44,70,30,64,17,7,2,5,292,8.9,3352,0.17,0.29,0.47,1.95,6.7,9.6,16.3
854,Morgan Ellis\ellismo01,MTL,D,2015,2016,1,3,0,0,0,0,2,0,0,0,0,3,0.0,27,0.00,0.00,0.00,1.00,0.0,0.1,0.0
855,Stefan Elliott\elliost01,TOT,D,2015,2016,1,21,2,4,6,-3,4,2,0,0,0,37,5.4,298,0.10,0.19,0.29,1.76,0.5,0.3,0.9
856,Lars Eller\ellerla01,TOT,C,2015,2018,3,175,28,33,61,3,82,25,1,2,5,291,9.6,2549,0.16,0.19,0.35,1.66,2.5,2.8,5.3
857,Remi Elie\eliere01,DAL,LW,2016,2018,2,30,2,6,8,2,14,2,0,0,0,25,8.0,401,0.07,0.20,0.27,0.83,0.0,0.6,0.5
858,Patrik Elias\eliaspa01,NJD,C,2015,2016,1,16,2,6,8,5,10,2,0,0,0,21,9.5,247,0.13,0.38,0.50,1.31,0.5,0.6,1.0
859,Oliver Ekman-Larsson\ekmanol01,ARI,D,2015,2018,3,172,35,70,105,-43,148,14,21,0,9,419,8.4,4254,0.20,0.41,0.61,2.44,10.3,5.7,16.0
860,Mattias Ekholm\ekholma01,NSH,D,2015,2018,3,179,12,53,65,16,86,10,1,1,4,254,4.7,3961,0.07,0.30,0.36,1.42,3.7,9.9,13.6
861,Aaron Ekblad\ekblaaa01,FLA,D,2015,2018,3,160,28,36,64,0,120,20,7,1,6,440,6.4,3481,0.18,0.23,0.40,2.75,5.9,6.9,12.8
862,Jack Eichel\eicheja01,BUF,C,2015,2018,3,157,52,75,127,-33,54,34,18,0,9,533,9.8,3072,0.33,0.48,0.81,3.39,11.5,2.7,14.2
863,Christian Ehrhoff\ehrhoch01,TOT,D,2015,2016,1,48,2,10,12,-11,34,2,0,0,0,80,2.5,743,0.04,0.21,0.25,1.67,0.6,0.7,1.3
864,Nikolaj Ehlers\ehlerni01,WPG,RW/LW,2015,2018,3,168,48,65,113,2,61,37,11,0,7,410,11.7,2828,0.29,0.39,0.67,2.44,9.9,2.8,12.8
865,Joel Edmundson\edmunjo01,STL,D,2015,2018,3,153,9,21,30,16,135,9,0,0,1,204,4.4,2564,0.06,0.14,0.20,1.33,1.0,7.0,8.0
866,Alexander Edler\edleral01,VAN,D,2015,2018,3,124,12,30,42,-27,84,7,5,0,0,253,4.7,2999,0.10,0.24,0.34,2.04,2.3,5.4,7.7
867,Jordan Eberle\eberljo01,TOT,RW,2015,2018,3,166,50,60,110,-11,30,38,12,0,5,418,12.0,2854,0.30,0.36,0.66,2.52,9.7,2.8,12.5
868,Patrick Eaves\eavespa01,TOT,RW,2015,2018,3,135,44,25,69,-7,51,26,18,0,5,298,14.8,2029,0.33,0.19,0.51,2.21,7.0,1.7,8.7
869,Cody Eakin\eakinco01,TOT,C,2015,2018,3,157,21,33,54,-5,93,16,2,3,2,237,8.9,2618,0.13,0.21,0.34,1.51,1.1,2.2,3.3
870,David Dziurzynski\dziurda01,OTT,LW,2015,2016,1,14,1,3,4,-4,9,1,0,0,0,14,7.1,141,0.07,0.21,0.29,1.00,0.2,-0.1,0.1
871,Ryan Dzingel\dzingry01,OTT,LW,2015,2018,3,125,22,25,47,7,47,19,2,1,1,171,12.9,1722,0.18,0.20,0.38,1.37,2.8,2.1,4.9
872,Christian Dvorak\dvorach01,ARI,LW/C,2016,2018,2,96,17,26,43,-5,30,15,2,0,1,120,14.2,1533,0.18,0.27,0.45,1.25,2.2,1.7,3.9
873,Pascal Dupuis\dupuipa01,PIT,RW,2015,2016,1,18,2,2,4,-1,12,2,0,0,0,28,7.1,272,0.11,0.11,0.22,1.56,-0.1,0.2,0.1
874,Vince Dunn\dunnvi02,STL,D,2017,2018,1,17,2,0,2,7,4,2,0,0,0,29,6.9,282,0.12,0.00,0.12,1.71,0.0,1.0,1.1
875,Brian Dumoulin\dumoubr01,PIT,D,2015,2018,3,166,1,30,31,3,30,1,0,0,0,202,0.5,3286,0.01,0.18,0.19,1.22,-0.5,6.0,5.5
876,Gabriel Dumont\dumonga01,TBL,C,2016,2018,2,46,2,2,4,1,33,2,0,0,0,45,4.4,450,0.04,0.04,0.09,0.98,-0.6,0.5,-0.1
877,Mathew Dumba\dumbama01,MIN,D,2015,2018,3,172,21,45,66,22,103,9,12,0,4,306,6.9,3212,0.12,0.26,0.38,1.78,5.7,8.2,13.9
878,Anthony Duclair\duclaan01,ARI,LW,2015,2018,3,152,28,37,65,4,65,19,9,0,3,204,13.7,2109,0.18,0.24,0.43,1.34,4.5,2.6,7.1
879,Matt Duchene\duchema01,COL,C,2015,2018,3,167,52,58,110,-41,40,39,12,1,10,383,13.6,3043,0.31,0.35,0.66,2.29,9.3,2.1,11.4
880,Pierre-Luc Dubois\duboipi01,CBJ,LW,2017,2018,1,16,2,2,4,0,4,2,0,0,0,21,9.5,186,0.13,0.13,0.25,1.31,0.1,0.2,0.3
881,Brandon Dubinsky\dubinbr01,CBJ,C,2015,2018,3,171,30,64,94,4,172,23,6,1,8,298,10.1,3106,0.18,0.37,0.55,1.74,5.3,3.3,8.6
882,Jonathan Drouin\drouijo01,TOT,LW,2015,2018,3,110,28,46,74,-17,24,19,9,0,8,257,10.9,1886,0.25,0.42,0.67,2.34,5.9,1.6,7.5
883,Leon Draisaitl\draisle01,EDM,C,2015,2018,3,165,53,87,140,11,40,38,15,0,8,339,15.6,3068,0.32,0.53,0.85,2.05,12.8,4.0,16.9
884,Steve Downie\downist01,ARI,RW,2015,2016,1,26,3,3,6,1,53,3,0,0,0,22,13.6,234,0.12,0.12,0.23,0.85,0.4,0.3,0.7
885,Justin Dowling\dowliju01,DAL,C,2016,2017,1,9,0,2,2,0,2,0,0,0,0,11,0.0,94,0.00,0.22,0.22,1.22,0.0,0.1,0.0
886,Nic Dowd\dowdni01,LAK,C,2015,2018,3,84,6,16,22,-17,33,5,1,0,2,88,6.8,994,0.07,0.19,0.26,1.05,0.3,0.7,1.0
887,Drew Doughty\doughdr01,LAK,D,2015,2018,3,180,29,76,105,39,110,12,15,2,6,428,6.8,4958,0.16,0.42,0.58,2.38,8.6,15.7,24.4
888,Jake Dotchin\dotchja01,TBL,D,2016,2018,2,51,1,13,14,13,42,1,0,0,0,65,1.5,883,0.02,0.25,0.27,1.27,0.5,2.9,3.4
889,Derek Dorsett\dorsede01,VAN,RW,2015,2018,3,101,13,16,29,-18,275,11,0,2,1,138,9.4,1283,0.13,0.16,0.29,1.37,0.9,0.9,1.8
890,Joonas Donskoi\donskjo01,SJS,RW,2015,2018,3,151,22,39,61,3,42,18,4,0,1,233,9.4,2093,0.15,0.26,0.40,1.54,3.2,2.8,5.9
891,Max Domi\domima01,ARI,LW,2015,2018,3,158,28,72,100,-15,124,23,5,0,1,311,9.0,2670,0.18,0.46,0.63,1.97,6.8,2.5,9.3
892,Shane Doan\doansh01,ARI,RW,2015,2017,2,146,34,40,74,1,146,19,15,0,4,314,10.8,2380,0.23,0.27,0.51,2.15,5.5,2.7,8.3
893,Christian Djoos\djoosch01,WSH,D,2017,2018,1,13,2,1,3,3,6,2,0,0,0,12,16.7,192,0.15,0.08,0.23,0.92,0.2,0.6,0.8
894,Brenden Dillon\dillobr01,SJS,D,2015,2018,3,171,4,21,25,10,125,4,0,0,1,198,2.0,2844,0.02,0.12,0.15,1.16,-0.4,7.4,7.0
895,Darren Dietz\dietzda01,MTL,D,2015,2016,1,13,1,4,5,-1,13,1,0,0,0,13,7.7,189,0.08,0.31,0.38,1.00,0.4,0.3,0.8
896,Chris Didomenico\didomch01,OTT,RW/LW,2016,2018,2,10,2,3,5,1,10,1,1,0,0,9,22.2,107,0.20,0.30,0.50,0.90,0.4,0.1,0.5
897,Jason Dickinson\dickija01,DAL,C,2015,2018,3,14,3,0,3,-3,2,3,0,0,0,13,23.1,163,0.21,0.00,0.21,0.93,0.2,0.1,0.3
898,Phillip Di Giuseppe\digiuph01,CAR,LW,2015,2017,2,77,8,16,24,-12,33,8,0,0,2,136,5.9,1028,0.10,0.21,0.31,1.77,0.7,0.9,1.6
899,Simon Despres\desprsi01,ANA,D,2015,2017,2,33,0,4,4,2,8,0,0,0,0,33,0.0,644,0.00,0.12,0.12,1.00,-0.4,1.8,1.5
900,Nicolas Deslauriers\deslani01,BUF,LW,2015,2017,2,112,6,8,14,-20,97,6,0,0,1,98,6.1,1034,0.05,0.07,0.13,0.88,-0.6,0.5,-0.1
901,Andrew Desjardins\desjaan01,CHI,LW,2015,2017,2,123,8,6,14,-14,52,8,0,0,1,142,5.6,1463,0.07,0.05,0.11,1.15,-1.6,0.9,-0.7
902,David Desharnais\deshada01,TOT,C,2015,2018,3,131,19,32,51,-2,40,16,3,0,5,152,12.5,1880,0.15,0.24,0.39,1.16,2.4,2.0,4.4
903,Jason Demers\demerja01,TOT,D,2015,2018,3,161,18,41,59,-1,138,14,3,1,3,226,8.0,3299,0.11,0.25,0.37,1.40,4.4,7.0,11.5
904,Dylan DeMelo\demeldy01,SJS,D,2015,2018,3,73,3,10,13,4,30,1,2,0,0,78,3.8,1054,0.04,0.14,0.18,1.07,0.4,2.7,3.1
905,Michael Del Zotto\delzomi01,TOT,D,2015,2018,3,119,11,27,38,-18,52,11,0,0,1,224,4.9,2599,0.09,0.23,0.32,1.88,2.1,4.5,6.6
906,Danny DeKeyser\dekeyda01,DET,D,2015,2018,3,163,12,20,32,-21,77,12,0,0,5,157,7.6,3559,0.07,0.12,0.20,0.96,0.5,6.7,7.2
907,Jake Debrusk\debruja01,BOS,LW,2017,2018,1,14,3,3,6,-10,0,2,1,0,0,31,9.7,215,0.21,0.21,0.43,2.21,0.3,0.0,0.2
908,Alex DeBrincat\debrial01,CHI,RW,2017,2018,1,16,3,4,7,-3,0,3,0,0,0,26,11.5,223,0.19,0.25,0.44,1.63,0.4,0.2,0.5
909,Anthony DeAngelo\deangan01,TOT,D,2016,2018,2,47,5,10,15,-17,39,3,2,0,1,74,6.8,768,0.11,0.21,0.32,1.57,1.2,0.3,1.6
910,Jean-Sebastien Dea\deaje01,PIT,C,2016,2017,1,1,0,0,0,0,2,0,0,0,0,1,0.0,11,0.00,0.00,0.00,1.00,0.0,0.0,0.0
911,Chase De Leo\deleoch01,WPG,C,2015,2016,1,2,0,0,0,1,0,0,0,0,0,2,0.0,19,0.00,0.00,0.00,1.00,-0.1,0.1,0.0
912,Jacob de La Rose\delarja01,MTL,LW,2015,2018,3,39,0,1,1,-14,12,0,0,0,0,29,0.0,441,0.00,0.03,0.03,0.74,-1.1,-0.1,-1.2
913,Calvin de Haan\dehaaca01,NYI,D,2015,2018,3,169,7,40,47,24,60,6,1,0,1,234,3.0,3389,0.04,0.24,0.28,1.38,1.8,8.2,10.0
914,Brandon Davidson\davidbr01,TOT,D,2015,2018,3,99,4,11,15,4,47,2,2,0,0,117,3.4,1730,0.04,0.11,0.15,1.18,-0.1,4.3,4.2
915,Laurent Dauphin\dauphla01,ARI,C,2015,2017,2,32,3,1,4,-2,16,2,0,1,1,39,7.7,352,0.09,0.03,0.13,1.22,-0.2,0.3,0.1
916,Pavel Datsyuk\datsypa01,DET,C,2015,2016,1,66,16,33,49,7,14,8,8,0,1,181,8.8,1297,0.24,0.50,0.74,2.74,3.8,1.8,5.6
917,Marko Dano\danoma01,TOT,C,2015,2018,3,78,9,12,21,-9,24,7,2,0,0,99,9.1,866,0.12,0.15,0.27,1.27,0.9,0.5,1.4
918,Phillip Danault\danauph01,TOT,C/LW,2015,2018,3,150,20,40,60,-4,55,19,0,1,5,242,8.3,2223,0.13,0.27,0.40,1.61,2.5,2.4,5.0
919,Zac Dalpe\dalpeza01,TOT,C,2015,2018,3,21,2,2,4,-3,22,2,0,0,0,28,7.1,175,0.10,0.10,0.19,1.33,0.2,0.0,0.2
920,Trevor Daley\daleytr01,TOT,D,2015,2018,3,155,11,37,48,12,79,9,2,0,0,239,4.6,3027,0.07,0.24,0.31,1.54,2.8,6.3,9.1
921,Klas Dahlbeck\dahlbkl01,TOT,D,2015,2018,3,117,4,10,14,-21,60,4,0,0,0,105,3.8,1751,0.03,0.09,0.12,0.90,-0.2,2.0,1.9
922,Evgeni Dadonov\dadonev01,FLA,RW,2017,2018,1,14,6,8,14,-3,2,3,3,0,1,40,15.0,271,0.43,0.57,1.00,2.86,1.2,0.0,1.2
923,Austin Czarnik\czarnau01,BOS,C,2016,2018,2,55,5,9,14,-13,12,5,0,0,1,70,7.1,704,0.09,0.16,0.25,1.27,0.2,0.4,0.6
924,Craig Cunningham\cunnicr01,ARI,RW,2015,2016,1,10,0,1,1,-1,2,0,0,0,0,13,0.0,101,0.00,0.10,0.10,1.30,-0.2,0.1,-0.1
925,Matt Cullen\cullema01,TOT,C,2015,2018,3,169,30,37,67,7,58,23,2,5,6,224,13.4,2324,0.18,0.22,0.40,1.33,4.3,2.3,6.6
926,Lawson Crouse\crousla01,ARI,LW,2016,2018,2,79,5,7,12,-23,53,4,0,1,2,95,5.3,928,0.06,0.09,0.15,1.20,-0.7,0.2,-0.6
927,Tommy Cross\crossto01,BOS,D,2015,2016,1,3,0,1,1,-1,0,0,0,0,0,0,,39,0.00,0.33,0.33,0.00,0.1,0.0,0.0
928,Sidney Crosby\crosbsi01,PIT,C,2015,2018,3,172,85,102,187,24,98,58,27,0,15,556,15.3,3476,0.49,0.59,1.09,3.23,20.3,4.3,24.6
929,Joseph Cramarossa\cramajo01,TOT,LW,2016,2017,1,59,4,6,10,0,60,4,0,0,1,36,11.1,587,0.07,0.10,0.17,0.61,-0.1,0.7,0.6
930,Adam Cracknell\crackad01,TOT,RW,2015,2018,3,126,15,11,26,7,32,14,0,1,3,161,9.3,1396,0.12,0.09,0.21,1.28,0.7,1.9,2.5
931,Charlie Coyle\coylech01,MIN,C,2015,2018,3,167,39,61,100,14,54,33,6,0,9,306,12.7,2845,0.23,0.37,0.60,1.83,7.6,3.5,11.1
932,Jared Cowen\cowenja01,OTT,D,2015,2016,1,37,0,4,4,7,16,0,0,0,0,23,0.0,628,0.00,0.11,0.11,0.62,-0.3,1.5,1.2
933,Sean Couturier\coutuse01,PHI,C,2015,2018,3,145,35,57,92,34,67,32,3,0,3,288,12.2,2718,0.24,0.39,0.63,1.99,6.1,4.6,10.7
934,Logan Couture\coutulo01,SJS,C,2015,2018,3,139,48,52,100,15,36,29,19,0,8,350,13.7,2442,0.35,0.37,0.72,2.52,9.2,3.7,13.0
935,Nick Cousins\cousini01,TOT,C,2015,2018,3,111,15,16,31,-2,41,14,1,0,1,159,9.4,1292,0.14,0.14,0.28,1.43,1.4,1.5,2.9
936,Frank Corrado\corrafr01,TOT,D,2015,2018,3,46,1,5,6,-13,34,1,0,0,0,52,1.9,640,0.02,0.11,0.13,1.13,0.0,0.4,0.4
937,Patrice Cormier\cormipa01,WPG,C,2015,2016,1,2,0,0,0,0,0,0,0,0,0,1,0.0,9,0.00,0.00,0.00,0.50,0.0,0.0,0.0
938,Andrew Copp\coppan01,WPG,C,2015,2018,3,155,18,15,33,17,26,17,0,1,1,143,12.6,1573,0.12,0.10,0.21,0.92,1.3,2.2,3.5
939,Kyle Connor\connoky01,WPG,LW,2016,2018,2,29,5,7,12,-2,6,5,0,0,1,40,12.5,412,0.17,0.24,0.41,1.38,0.6,0.3,0.9
